CompanyName,GenericName,Qty,Year,Month,num_in_pack,QtyAdadi
اکتوورکو,LEVOFLOXACIN TABLET ORAL 500 mg,199524.0,1401,10,5,997620.0
اکتوورکو,LEVOFLOXACIN TABLET ORAL 500 mg,178399.0,1401,12,5,891995.0
اکتوورکو,LEVOFLOXACIN TABLET ORAL 500 mg,16271.0,1400,12,5,81355.0
اکتوورکو,LEVOFLOXACIN TABLET ORAL 500 mg,24997.0,1401,02,5,124985.0
اکتوورکو,LEVOFLOXACIN TABLET ORAL 500 mg,61366.0,1401,06,5,306830.0
اکتوورکو,LEVOFLOXACIN TABLET ORAL 500 mg,135925.0,1402,01,5,679625.0
اکتوورکو,LEVOFLOXACIN TABLET ORAL 500 mg,161250.0,1402,02,5,806250.0
اکتوورکو,LEVOFLOXACIN TABLET ORAL 500 mg,92687.0,1402,03,5,463435.0
اکتوورکو,LEVOFLOXACIN TABLET ORAL 500 mg,184185.0,1402,07,5,920925.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",33385.0,1397,05,28,934780.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",115.0,1397,07,28,3220.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",16.0,1397,09,28,448.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",258139.0,1398,03,28,7227892.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",2020.0,1399,04,28,56560.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",98272.0,1399,09,28,2751616.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",256892.0,1399,10,28,7192976.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",512162.0,1401,03,28,14340536.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",96595.0,1401,09,28,2704660.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",308866.0,1402,03,28,8648248.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",287166.0,1399,02,28,8040648.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",232474.0,1400,03,28,6509272.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",243168.0,1401,05,28,6808704.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",597452.0,1402,07,28,16728656.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",84014.0,1397,02,28,2352392.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",2287.0,1397,06,28,64036.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",110270.0,1398,02,28,3087560.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",261673.0,1398,05,28,7326844.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",266655.0,1398,09,28,7466340.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",201276.0,1399,06,28,5635728.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",9214.0,1399,07,28,257992.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",315965.0,1399,08,28,8847020.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",63779.0,1400,01,28,1785812.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",248542.0,1400,05,28,6959176.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",345814.0,1400,07,28,9682792.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",241853.0,1400,10,28,6771884.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",266481.0,1401,02,28,7461468.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",177234.0,1402,01,28,4962552.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",423190.0,1402,02,28,11849320.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",403841.0,1402,04,28,11307548.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",1.0,1397,10,28,28.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",122894.0,1398,06,28,3441032.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",148101.0,1398,10,28,4146828.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",251441.0,1400,08,28,7040348.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",430339.0,1401,06,28,12049492.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",144479.0,1398,07,28,4045412.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",113071.0,1398,12,28,3165988.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",90371.0,1399,01,28,2530388.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",183269.0,1399,12,28,5131532.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",466047.0,1400,06,28,13049316.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",435000.0,1401,11,28,12180000.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",232902.0,1401,12,28,6521256.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",484468.0,1402,05,28,13565104.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",39617.0,1397,01,28,1109276.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",67330.0,1397,03,28,1885240.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",103839.0,1397,04,28,2907492.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",349834.0,1398,04,28,9795352.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",134596.0,1399,03,28,3768688.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",219735.0,1400,02,28,6152580.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",252153.0,1400,04,28,7060284.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",191953.0,1401,01,28,5374684.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",573659.0,1401,07,28,16062452.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",979978.0,1401,08,28,27439384.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",5.0,1397,12,28,140.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",221131.0,1398,08,28,6191668.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",159052.0,1398,11,28,4453456.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",102781.0,1399,05,28,2877868.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",241349.0,1399,11,28,6757772.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",290701.0,1400,09,28,8139628.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",366050.0,1400,11,28,10249400.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",162883.0,1400,12,28,4560724.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",406074.0,1401,04,28,11370072.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",594713.0,1401,10,28,16651964.0
اکتوورکو,"OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",546940.0,1402,06,28,15314320.0
اکتوورکو,ESCITALOPRAM (AS OXALATE) TABLET ORAL 20 mg,17420.0,1401,04,30,522600.0
اکتوورکو,ESCITALOPRAM (AS OXALATE) TABLET ORAL 20 mg,51306.0,1401,12,30,1539180.0
اکتوورکو,ESCITALOPRAM (AS OXALATE) TABLET ORAL 20 mg,20508.0,1402,02,30,615240.0
اکتوورکو,ESCITALOPRAM (AS OXALATE) TABLET ORAL 20 mg,49773.0,1402,06,30,1493190.0
اکتوورکو,ESCITALOPRAM (AS OXALATE) TABLET ORAL 20 mg,54107.0,1402,07,30,1623210.0
اکتوورکو,ESCITALOPRAM (AS OXALATE) TABLET ORAL 20 mg,56218.0,1402,04,30,1686540.0
اکتوورکو,ESCITALOPRAM (AS OXALATE) TABLET ORAL 20 mg,12245.0,1401,05,30,367350.0
اکتوورکو,ESCITALOPRAM (AS OXALATE) TABLET ORAL 20 mg,36369.0,1401,08,30,1091070.0
اکتوورکو,ESCITALOPRAM (AS OXALATE) TABLET ORAL 20 mg,44354.0,1401,09,30,1330620.0
اکتوورکو,ESCITALOPRAM (AS OXALATE) TABLET ORAL 20 mg,51228.0,1401,11,30,1536840.0
اکتوورکو,ESCITALOPRAM (AS OXALATE) TABLET ORAL 20 mg,28001.0,1401,06,30,840030.0
اکتوورکو,ESCITALOPRAM (AS OXALATE) TABLET ORAL 20 mg,29685.0,1401,07,30,890550.0
اکتوورکو,ESCITALOPRAM (AS OXALATE) TABLET ORAL 20 mg,39573.0,1401,10,30,1187190.0
اکتوورکو,ESCITALOPRAM (AS OXALATE) TABLET ORAL 20 mg,55621.0,1402,03,30,1668630.0
اکتوورکو,ESCITALOPRAM (AS OXALATE) TABLET ORAL 20 mg,45708.0,1402,05,30,1371240.0
اکتوورکو,ESCITALOPRAM (AS OXALATE) TABLET ORAL 20 mg,36835.0,1402,01,30,1105050.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,786.0,1397,01,30,23580.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,53.0,1397,10,30,1590.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,7.0,1397,11,30,210.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,2401.0,1398,05,30,72030.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,4652.0,1398,08,30,139560.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,164.0,1400,01,30,4920.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,18232.0,1400,06,30,546960.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,11693.0,1400,09,30,350790.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,9123.0,1400,11,30,273690.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,4707.0,1400,12,30,141210.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,2717.0,1401,10,30,81510.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,7856.0,1402,03,30,235680.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,3013.0,1397,07,30,90390.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,4813.0,1399,05,30,144390.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,6296.0,1399,07,30,188880.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,6128.0,1399,09,30,183840.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,5469.0,1399,11,30,164070.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,6130.0,1400,10,30,183900.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,3029.0,1401,05,30,90870.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,10060.0,1401,08,30,301800.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,2061.0,1402,04,30,61830.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,6633.0,1398,06,30,198990.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,6294.0,1398,10,30,188820.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,3023.0,1398,11,30,90690.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,7096.0,1400,04,30,212880.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,14651.0,1400,07,30,439530.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,4752.0,1401,02,30,142560.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,5187.0,1401,06,30,155610.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,4929.0,1401,11,30,147870.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,2860.0,1402,01,30,85800.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,7148.0,1402,02,30,214440.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,535.0,1397,09,30,16050.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,4497.0,1399,03,30,134910.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,6026.0,1399,06,30,180780.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,667.0,1399,12,30,20010.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,7496.0,1400,03,30,224880.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,3790.0,1401,07,30,113700.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,3760.0,1401,09,30,112800.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,2783.0,1401,12,30,83490.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,7904.0,1402,05,30,237120.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,2003.0,1397,05,30,60090.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,1925.0,1397,06,30,57750.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,1452.0,1397,08,30,43560.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,5115.0,1398,09,30,153450.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,328.0,1399,01,30,9840.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,4853.0,1399,04,30,145590.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,7097.0,1399,08,30,212910.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,5419.0,1399,10,30,162570.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,7631.0,1400,02,30,228930.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,11269.0,1400,08,30,338070.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,4936.0,1401,01,30,148080.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,1614.0,1397,02,30,48420.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,1174.0,1397,03,30,35220.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,1.0,1397,12,30,30.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,8595.0,1400,05,30,257850.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,9754.0,1401,04,30,292620.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,8916.0,1402,07,30,267480.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,2854.0,1397,04,30,85620.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,5523.0,1398,07,30,165690.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,850.0,1398,12,30,25500.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,3761.0,1399,02,30,112830.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,5842.0,1401,03,30,175260.0
اکتوورکو,RIVAROXABAN TABLET ORAL 10 mg,2416.0,1402,06,30,72480.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,3526.0,1397,10,30,105780.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,10242.0,1398,06,30,307260.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,7522.0,1399,06,30,225660.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,9327.0,1399,08,30,279810.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,6365.0,1400,03,30,190950.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,4597.0,1400,05,30,137910.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,8475.0,1400,06,30,254250.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,3207.0,1401,06,30,96210.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,3555.0,1401,07,30,106650.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,9352.0,1401,08,30,280560.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,1165.0,1397,01,30,34950.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,2186.0,1397,03,30,65580.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,4732.0,1397,08,30,141960.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,5762.0,1397,11,30,172860.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,2693.0,1398,03,30,80790.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,1241.0,1398,04,30,37230.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,8912.0,1398,10,30,267360.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,7014.0,1399,04,30,210420.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,4177.0,1401,02,30,125310.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,4139.0,1401,03,30,124170.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,6515.0,1402,01,30,195450.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,9162.0,1402,02,30,274860.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,3653.0,1397,12,30,109590.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,2470.0,1398,01,30,74100.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,6456.0,1398,11,30,193680.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,2956.0,1399,01,30,88680.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,3470.0,1401,01,30,104100.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,3065.0,1402,06,30,91950.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,3726.0,1397,04,30,111780.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,1783.0,1397,06,30,53490.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,3315.0,1397,07,30,99450.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,5579.0,1399,02,30,167370.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,4799.0,1399,09,30,143970.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,6011.0,1401,04,30,180330.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,2402.0,1401,05,30,72060.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,4834.0,1401,09,30,145020.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,3386.0,1401,12,30,101580.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,3680.0,1402,04,30,110400.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,1793.0,1397,05,30,53790.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,5178.0,1399,10,30,155340.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,3325.0,1399,12,30,99750.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,7243.0,1400,02,30,217290.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,4899.0,1400,10,30,146970.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,4122.0,1402,05,30,123660.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,6867.0,1402,07,30,206010.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,1847.0,1397,02,30,55410.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,3305.0,1398,02,30,99150.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,7990.0,1398,07,30,239700.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,8659.0,1398,08,30,259770.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,3238.0,1398,09,30,97140.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,5024.0,1398,12,30,150720.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,6543.0,1399,03,30,196290.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,5560.0,1400,07,30,166800.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,7790.0,1400,08,30,233700.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,7568.0,1400,11,30,227040.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,3646.0,1400,12,30,109380.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,3342.0,1401,10,30,100260.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,4554.0,1401,11,30,136620.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,3962.0,1397,09,30,118860.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,1481.0,1398,05,30,44430.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,6754.0,1399,05,30,202620.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,7440.0,1399,07,30,223200.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,2660.0,1399,11,30,79800.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,3904.0,1400,01,30,117120.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,5379.0,1400,04,30,161370.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,7084.0,1400,09,30,212520.0
اکتوورکو,RIVAROXABAN TABLET ORAL 15 mg,9174.0,1402,03,30,275220.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,3909.0,1399,05,30,117270.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,7552.0,1399,11,30,226560.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,22163.0,1401,08,30,664890.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,14675.0,1402,07,30,440250.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,4200.0,1399,06,30,126000.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,5409.0,1399,08,30,162270.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,5321.0,1400,01,30,159630.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,9819.0,1400,02,30,294570.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,9222.0,1400,04,30,276660.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,9319.0,1400,05,30,279570.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,13555.0,1400,11,30,406650.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,6746.0,1400,12,30,202380.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,7565.0,1401,01,30,226950.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,5038.0,1401,05,30,151140.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,18273.0,1401,10,30,548190.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,19643.0,1402,03,30,589290.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,1495.0,1399,01,30,44850.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,4645.0,1399,09,30,139350.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,17141.0,1402,02,30,514230.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,29.0,1398,10,30,870.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,2439.0,1398,12,30,73170.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,6208.0,1399,12,30,186240.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,12890.0,1400,06,30,386700.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,13418.0,1400,09,30,402540.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,9244.0,1400,10,30,277320.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,14201.0,1401,04,30,426030.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,6485.0,1401,12,30,194550.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,2747.0,1399,02,30,82410.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,3087.0,1399,03,30,92610.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,4989.0,1399,10,30,149670.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,8263.0,1401,02,30,247890.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,8038.0,1401,03,30,241140.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,16800.0,1401,07,30,504000.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,20601.0,1401,09,30,618030.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,6287.0,1401,11,30,188610.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,13386.0,1402,01,30,401580.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,16342.0,1402,05,30,490260.0
اکتوورکو,RIVAROXABAN TABLET ORAL 2.5 mg,3463.0,1399,04,30,103890.0
